1605364,0
1605800,0
1606224,0
1606648,0
1607084,0
1607508,0
1607944,0
1608368,0
1608804,0
1609228,0
1609652,0
1610088,0
1610512,0
1610948,0
1611372,0
1611808,0
1612232,0
1612660,0
1613096,0
1613520,0
1613956,0
1614380,1
1614812,1
1615240,1
1615664,1
1616104,1
1616528,1
1616964,1
1617388,1
1617816,1
1618248,1
1618672,1
1619108,0
1619532,1
1619964,1
1620392,1
1620824,1
1621252,0
1621676,0
1622116,1
1622540,1
1622968,1
1623400,0
1623832,0
1624264,1
1624688,0
1625124,1
1625548,1
1625980,0
1626412,1
1626840,0
1627272,0
1627696,1
1628128,0
1628556,1
1628988,1
1629420,0
1629848,1
1630280,1
1630704,1
1631136,1
1631568,0
1632000,1
1632432,0
1632860,0
1633292,1
1633716,1
1634148,1
1634576,1
1635008,0
1635440,1
1635872,1
1636296,1
1636728,1
1637156,0
1637588,1
1638020,1
1638452,0
1638880,1
1639304,0
1639732,0
1640160,1
1640588,0
1641016,1
1641440,1
1641876,0
1642296,1
1642728,0
1643156,0
1643584,1
1644012,0
1644436,1
1644872,0
1645296,0
1645724,1
1646152,0
1646576,0
1647012,1
1647436,0
1647872,1
1648296,1
1648724,1
1649152,1
1649576,0
1650012,1
1650436,1
1650868,0
1651292,1
1651724,0
1652152,0
1652576,1
1653012,0
1653432,1
1653872,1
1654292,1
1654716,1
1655152,0
1655576,0
1656012,1
1656436,0
1656872,1
1657296,1
1657720,0
1658156,1
1658580,0
1659016,0
1659440,1
1659868,1
1660300,1
1660724,0
1661160,0
1661584,1
1662020,1
1662444,1
1662872,1
1663304,0
1663728,1
1664164,1
1664584,1
1665012,1
1665444,0
1665872,1
1666300,1
1666724,0
1667160,1
1667584,0
1668012,0
1668440,1
1668872,0
1669300,1
1669724,1
1670160,0
1670584,1
1671012,0
1671440,0
1671872,1
1672300,0
1672724,1
1673156,0
1673584,0
1674016,1
1674444,0
1674876,0
1675304,1
1675728,0
1676160,1
1676588,0
1677020,0
1677448,1
1677876,0
1678300,1
1678732,1
1679164,0
1679592,1
1680024,0
1680452,0
1680880,1
1681304,0
1681732,1
1682160,1
1682592,0
1683020,1
1683444,0
1683880,0
1684304,1
1684732,0
1685160,1
1685592,1
1686020,1
1686444,1
1686880,1
1687304,1
1687732,1
1688164,1
1688592,1
1689024,1
1689448,1
1689884,1
1690304,1
1690736,1
1691164,1
1691588,1
1692024,1
1692448,1
1692884,1
1693304,0
1693736,1
1694164,0
1694588,0
1695024,1
1695448,1
1695884,1
1696308,1
1696732,0
1697168,1
1697592,0
1698028,0
1698452,1
1698888,1
1699312,1
1699736,1
1700172,0
1700596,1
1701032,0
1701456,0
1701884,1
1702316,0
1702740,1
1703176,1
1703600,0
1704036,1
1704460,1
1704888,1
1705320,1
1705744,0
1706180,1
1706604,1
1707040,1
1707464,1
1707892,0
1708324,1
1708748,1
1709184,1
1709608,1
1710040,0
1710472,0
1710900,1
1711332,0
1711756,1
1712192,1
1712616,1
1713048,1
1713480,0
1713908,0
1714340,1
1714772,0
1715196,1
1715628,0
1716060,0
1716488,1
1716916,0
1717348,0
1717780,1
1718204,0
1718636,1
1719064,0
1719496,0
1719928,1
1720360,0
1720788,1
1721212,1
1721640,0
1722072,1
1722500,0
1722932,0
1723356,1
1723792,0
1724216,1
1724644,1
1725076,0
1725508,1
1725936,0
1726360,0
1726796,1
1727224,0
1727652,1
1728084,1
1728508,0
1728944,1
1729364,0
1729800,0
1730224,1
1730656,0
1731084,1
1731508,0
1731948,0
1732372,1
1732808,0
1733232,1
1733660,1
1734092,0
1734516,1
1734952,0
1735376,0
1735812,1
1736236,0
1736664,1
1737100,1
1737524,0
1737960,1
1738384,0
1738820,0
1739248,1
1739672,0
1740108,1
1740532,1
1740972,0
1741392,1
1741828,0
1742252,0
1742676,1
1743112,0
1743540,1
1743976,1
1744400,0
1744828,1
1745260,0
1745684,0
1746120,1
1746544,0
1746980,1
1747404,0
1747832,0
1748264,1
1748688,0
1749124,1
1749548,1
1749980,0
1750408,1
1750840,0
1751272,0
1751696,1
1752132,0
1752556,1
1752988,1
1753416,0
1753848,1
1754280,0
1754704,0
1755132,1
1755564,0
1755996,1
1756428,1
1756856,0
1757288,1
1757712,0
1758144,1
1758576,1
1759008,0
1759436,1
1759868,0
1760300,0
1760724,1
1761156,0
1761584,1
1762016,1
1762444,0
1762876,1
1763300,0
1763728,0
1764160,1
1764588,0
1765020,1
1765448,1
1765880,0
1766304,1
1766736,0
1767164,0
1767596,1
1768024,0
1768456,1
1768884,1
1769308,0
1769736,1
1770168,1
1770600,1
1771028,1
1771452,0
1771892,1
1772316,1
1772744,1
1773176,1
1773608,0
1774036,1
1774460,1
1774896,1
1775324,1
1775752,0
1776184,0
1776608,1
1777044,1
1777472,1
1777908,1
1778332,1
1778768,1
1779192,1
1779620,1
1780056,1
1780480,1
1780916,1
1781340,1
1781780,1
1782204,1
1782628,1
1783064,1
1783488,1
1783924,1
1784352,0
1784780,0
1785212,1
1785636,0
1786072,1
1786496,0
1786936,0
1787360,1
1787788,0
1788220,1
1788644,1
1789084,0
1789508,1
1789940,0
1790372,0
1790804,1
1791232,0
1791660,1
1792096,1
1792520,0
1792948,1
1793380,0
1793808,0
1794240,1
1794664,0
1795100,1
1795524,1
1795952,1
1796384,1
1796816,0
1797244,0
1797668,1
1798100,0
1798532,1
1798960,0
1799392,0
1799820,1
1800252,0
1800676,1
1801108,1
1801536,0
1801968,1
1802400,0
1802828,0
1803252,1
1803680,0
1804112,1
1804540,1
1804972,0
1805400,1
1805832,0
1806256,0
1806684,1
1807116,0
1807544,1
1807976,1
1808404,0
1808836,1
1809260,0
1809688,0
1810120,1
1810548,0
1810980,1
1811404,1
1811840,0
1812264,1
1812696,0
1813124,0
1813556,1
1813984,0
1814408,1
1814844,0
1815268,0
1815700,1
1816132,0
1816556,1
1816992,1
1817416,0
1817852,1
1818276,0
1818708,0
1819140,1
1819564,0
1820000,1
1820424,1
1820860,0
1821284,1
1821716,0
1822144,0
1822572,1
1823008,0
1823432,1
1823868,1
1824292,0
1824716,1
1825152,0
1825580,0
1826016,1
1826440,0
1826876,1
1827300,0
1827724,0
1828160,1
1828584,0
1829020,0
1829444,1
1829876,0
1830308,1
1830732,0
1831168,0
1831596,1
1832032,0
1832456,1
1832888,1
1833316,0
1833744,1
1834180,0
1834604,0
1835040,1
1835464,0
1835896,1
1836328,1
1836760,0
1837192,1
1837616,0
1838048,0
1838480,1
1838908,0
1839340,1
1839772,1
1840204,0
1840628,1
1841060,0
1841492,0
1841920,1
1842352,1
1842784,1
1843216,0
1843640,0
1844068,1
1844496,0
1844924,1
1845356,1
1845784,0
1846208,1
1846640,0
1847068,0
1847500,1
1847928,0
1848360,1
1848788,1
1849212,0
1849644,1
1850072,0
1850504,0
1850932,1
1851356,1
1851796,1
1852220,1
1852648,1
1853080,1
1853512,1
1853940,1
1854368,1
1854804,1
1855228,1
1855660,1
1856088,1
1856520,1
1856948,1
1857372,1
1857808,1
1858232,1
1858664,1
1859092,1
1859516,1
1859956,1
1860380,1
1860816,1
1861240,1
1861668,1
1862100,1
1862524,1
1862960,1
1863384,1
1863824,1
1864248,1
1864672,1
1865108,1
1865532,1
1865968,1
1866392,1
1866828,1
1867256,1
1867680,1
1868116,1
1868540,1
1868976,1
1869400,1
1869836,1
1870264,1
1870688,1
1871124,1
1871548,1
1871984,1
1872412,1
1872840,1
1873272,1
1873696,1
1874136,1
1874560,1
1874996,1
1875420,1
1875852,1
1876280,1
1876708,1
1877144,1
1877568,1
1878000,1
1878432,1
1878860,1
1879292,1
1879716,1
1880156,1
1880580,1
1881012,1
1881440,1
1881872,1
1882304,1
1882728,1
1883164,1
1883592,1
1884024,1
1884456,1
1884884,1
1885316,1
1885740,1
1886168,1
1886600,1
1887032,1
1887464,1
1887892,1
1888324,1
1888748,1
1889180,1
1889612,1
1890040,1
1890472,1
1890900,1
1891324,1
1891764,1
1892188,1
1892620,1
1893048,1
1893480,1
1893912,1
1894336,1
1894776,1
1895200,1
1895632,1
1896060,1
1896492,1
1896920,1
1897348,1
1897784,1
1898208,1
1898640,1
1899068,1
1899492,1
1899932,1
1900356,1
1900796,1
1901220,1
1901652,1
1902084,1
1902508,1
1902944,1
1903368,1
1903808,1
1904232,1
1904664,1
1905096,1
1905520,1
1905956,1
1906380,1
1906820,1
1907244,1
1907668,1
1908104,1
1908532,1
1908968,1
1909392,1
1909828,1
1910256,1
1910680,1
1911116,1
1911544,1
1911980,1
1912408,1
1912844,1
1913272,1
1913696,1
1914132,1
1914560,1
1914996,1
1915424,1
1915852,1
1916284,1
1916712,1
1917148,1
1917576,1
1918012,1
1918440,1
1918872,1
1919304,1
1919732,1
1920168,1
1920592,1
1921024,1
1921452,1
1921884,1
1922312,1
1922736,1
1923176,1
1923600,1
1924028,1
1924460,1
1924892,1
1925320,1
1925744,1
1926180,1
1926604,1
1927036,1
1927464,1
1927896,1
1928328,1
1928756,1
1929180,1
1929612,1
1930040,1
1930472,1
1930904,1
1931332,1
1931764,1
1932188,1
1932620,1
1933052,1
1933480,1
1933912,1
1934344,1
1934772,1
1935200,1
1935628,1
1936060,1
1936492,1
1936920,1
1937344,1
1937780,1
1938208,1
1938636,1
1939068,1
1939500,1
1939932,1
1940356,1
1940792,1
1941220,1
1941648,1
1942080,1
1942504,1
1942940,1
1943368,1
1943804,1
1944228,1
1944660,1
1945092,1
1945516,1
1945956,1
1946380,1
1946816,1
1947240,1
1947672,1
1948104,1
1948528,1
1948964,1
1949388,1
1949824,1
1950248,1
1950672,1
1951112,1
1951536,1
1951976,1
1952400,1
1952836,1
1953260,1
1953684,1
1954124,1
1954548,1
1954984,1
1955408,1
1955848,1
1956272,1
1956696,1
1957132,1
1957556,1
1957996,1
1958420,1
1958852,1
1959280,1
1959704,1
1960144,1
1960568,1
1961004,1
1961428,1
1961860,1
1962292,1
1962716,1
1963152,1
1963580,1
1964012,1
1964440,1
1964872,1
1965304,1
1965728,1
1966168,1
1966588,1
1967020,1
1967452,1
1967880,1
1968312,1
1968736,1
1969172,1
1969596,1
1970028,1
1970456,1
1970888,1
1971316,1
1971740,1
1972172,1
1972600,1
1973032,1
1973464,1
1973892,1
1974324,1
1974752,1
1975180,1
1975608,1
1976040,1
1976472,1
1976900,1
1977324,1
1977760,1
1978184,1
1978616,1
1979048,1
1979476,1
1979908,1
1980332,1
1980768,1
1981196,1
1981628,1
1982056,1
1982488,1
1982920,1
1983344,1
1983780,1
1984208,1
1984636,1
1985068,1
1985492,1
1985928,1
1986352,1
1986788,1
1987212,1
1987644,1
1988072,1
1988496,1
1988936,1
1989360,1
1989796,1
1990220,1
1990644,1
1991080,1
1991508,1
1991944,1
1992368,1
1992804,1
1993228,1
1993656,1
1994092,1
1994516,1
1994952,1
1995380,1
1995816,1
1996240,1
1996668,1
1997104,1
1997528,1
1997964,1
1998392,1
1998820,1
1999252,1
1999676,1
2000116,1
2000540,1
2000976,1
2001400,1
2001828,1
2002260,1
2002684,1
2003120,1
2003544,1
2003980,1
2004404,1
2004836,1
2005268,1
2005692,1
2006128,1
2006552,1
2006984,1
2007416,1
2007844,1
2008276,1
2008700,1
2009136,1
2009560,1
2009992,1
2010420,1
2010852,1
2011284,1
2011708,1
2012136,1
2012568,1
2013000,1
2013428,1
2013860,1
2014292,1
2014716,1
2015148,1
2015580,1
2016012,1
2016440,1
2016872,1
2017300,1
2017724,1
2018156,1
2018588,1
2019016,1
2019448,1
2019880,1
2020304,1
2020732,1
2021164,1
2021596,1
2022028,1
2022460,1
2022888,1
2023312,1
2023744,1
2024176,1
2024604,1
2025036,1
2025460,1
2025896,1
2026324,1
2026760,1
2027184,1
2027616,1
2028048,1
2028472,1
2028908,1
2029332,1
2029768,1
2030192,1
2030624,1
2031056,1
2031480,1
2031920,1
2032344,1
2032780,1
2033208,1
2033632,1
2034068,1
2034492,1
2034932,1
2035356,1
